lr-AdamW,step,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
,2349,0.09799545258283615,0.00038479227805510163,0.09799545258283615,2349.0,7,,,,,,,,,
0.01,2399,,,,,,,,,,,,,,
,2399,0.1575794368982315,0.0005581367295235395,0.1575794368982315,2399.0,7,,,,,,,,,
,2399,,,,,7,0.07128629833459854,0.0002859910891856998,0.07128629833459854,0.10275886207818985,0.0005206738715060055,0.10275886207818985,,,
,2399,,,,,7,,,,,,,0.10230226069688797,0.002293694531545043,0.10230226069688797
0.01,2449,,,,,,,,,,,,,,
,2449,0.19183623790740967,0.000741346855647862,0.19183623790740967,2449.0,8,,,,,,,,,
0.01,2499,,,,,,,,,,,,,,
,2499,0.028100183233618736,9.975834836950526e-05,0.028100183233618736,2499.0,8,,,,,,,,,
0.01,2549,,,,,,,,,,,,,,
,2549,0.10184358805418015,0.00036568104405887425,0.10184358805418015,2549.0,8,,,,,,,,,
0.01,2599,,,,,,,,,,,,,,
,2599,0.09613692760467529,0.0005157977575436234,0.09613692760467529,2599.0,8,,,,,,,,,
0.01,2649,,,,,,,,,,,,,,
,2649,0.0182416420429945,6.787893653381616e-05,0.0182416420429945,2649.0,8,,,,,,,,,
0.01,2699,,,,,,,,,,,,,,
,2699,0.19590209424495697,0.0018495132680982351,0.19590209424495697,2699.0,8,,,,,,,,,
,2699,,,,,8,0.10392763465642929,0.0004914709134027362,0.10392763465642929,0.07372815161943436,0.00038108290755189955,0.07372815161943436,,,
,2699,,,,,8,,,,,,,0.11119164526462555,0.0033929029013961554,0.11119164526462555
0.01,2749,,,,,,,,,,,,,,
,2749,0.00952986255288124,4.551509482553229e-05,0.00952986255288124,2749.0,9,,,,,,,,,
0.01,2799,,,,,,,,,,,,,,
,2799,0.2123601734638214,0.0009848098270595074,0.2123601734638214,2799.0,9,,,,,,,,,
0.01,2849,,,,,,,,,,,,,,
,2849,0.06331895291805267,0.00021404883591458201,0.06331895291805267,2849.0,9,,,,,,,,,
0.01,2899,,,,,,,,,,,,,,
,2899,0.01942446455359459,7.114792970241979e-05,0.01942446455359459,2899.0,9,,,,,,,,,
0.01,2949,,,,,,,,,,,,,,
,2949,0.14394749701023102,0.0005384836113080382,0.14394749701023102,2949.0,9,,,,,,,,,
0.01,2999,,,,,,,,,,,,,,
,2999,0.012282761745154858,5.9778081777039915e-05,0.012282761745154858,2999.0,9,,,,,,,,,
,2999,,,,,9,0.16998474299907684,0.026780547574162483,0.16998474299907684,0.05700075253844261,0.00019692086789291352,0.05700075253844261,,,
,2999,,,,,9,,,,,,,0.10368340462446213,0.002737796399742365,0.10368340462446213
0.01,3049,,,,,,,,,,,,,,
,3049,0.08899432420730591,0.00040528146200813353,0.08899432420730591,3049.0,10,,,,,,,,,
0.01,3099,,,,,,,,,,,,,,
,3099,0.12294133007526398,0.0005450822645798326,0.12294133007526398,3099.0,10,,,,,,,,,
0.01,3149,,,,,,,,,,,,,,
,3149,0.07620023190975189,0.00027599692111834884,0.07620023190975189,3149.0,10,,,,,,,,,
0.01,3199,,,,,,,,,,,,,,
,3199,0.12799453735351562,0.0005633172113448381,0.12799453735351562,3199.0,10,,,,,,,,,
0.01,3249,,,,,,,,,,,,,,
,3249,0.08897490799427032,0.0002961702994070947,0.08897490799427032,3249.0,10,,,,,,,,,
0.01,3299,,,,,,,,,,,,,,
,3299,0.05035494640469551,0.00017146544996649027,0.05035494640469551,3299.0,10,,,,,,,,,
,3299,,,,,10,0.13981090486049652,0.0010078371269628406,0.13981090486049652,0.14566075801849365,0.0014772178838029504,0.14566075801849365,,,
,3299,,,,,10,,,,,,,0.10852669924497604,0.0034452902618795633,0.10852669924497604
0.01,3349,,,,,,,,,,,,,,
,3349,0.13292741775512695,0.0005847196443937719,0.13292741775512695,3349.0,11,,,,,,,,,
0.01,3399,,,,,,,,,,,,,,
,3399,0.15589912235736847,0.0014243107289075851,0.15589912235736847,3399.0,11,,,,,,,,,
0.01,3449,,,,,,,,,,,,,,
,3449,0.027723444625735283,0.00010343770554754883,0.027723444625735283,3449.0,11,,,,,,,,,
0.01,3499,,,,,,,,,,,,,,
,3499,0.009183998219668865,4.2177780414931476e-05,0.009183998219668865,3499.0,11,,,,,,,,,
0.01,3549,,,,,,,,,,,,,,
,3549,0.01958676427602768,7.640756666660309e-05,0.01958676427602768,3549.0,11,,,,,,,,,
0.01,3599,,,,,,,,,,,,,,
,3599,0.1084030419588089,0.0005494241486303508,0.1084030419588089,3599.0,11,,,,,,,,,
,3599,,,,,11,0.03962160274386406,0.0001421222696080804,0.03962160274386406,0.28850290179252625,0.008764172904193401,0.28850290179252625,,,
,3599,,,,,11,,,,,,,0.10473411530256271,0.001610328326933086,0.10473411530256271
0.01,3649,,,,,,,,,,,,,,
,3649,0.019851211458444595,7.923998055048287e-05,0.019851211458444595,3649.0,12,,,,,,,,,
0.01,3699,,,,,,,,,,,,,,
,3699,0.011101920157670975,5.0443821237422526e-05,0.011101920157670975,3699.0,12,,,,,,,,,
0.01,3749,,,,,,,,,,,,,,
,3749,0.052084363996982574,0.0001823220809455961,0.052084363996982574,3749.0,12,,,,,,,,,
0.01,3799,,,,,,,,,,,,,,
,3799,0.011471792124211788,4.9128837417811155e-05,0.011471792124211788,3799.0,12,,,,,,,,,
0.01,3849,,,,,,,,,,,,,,
,3849,0.20640090107917786,0.0013018078170716763,0.20640090107917786,3849.0,12,,,,,,,,,
0.01,3899,,,,,,,,,,,,,,
,3899,0.2847990393638611,0.0030614614952355623,0.2847990393638611,3899.0,12,,,,,,,,,
,3899,,,,,12,0.24779696762561798,0.02287069708108902,0.24779696762561798,0.16927921772003174,0.0030641367193311453,0.16927921772003174,,,
,3899,,,,,12,,,,,,,0.10533492267131805,0.0018270359141752124,0.10533492267131805
0.01,3949,,,,,,,,,,,,,,
,3949,0.16711068153381348,0.000727773061953485,0.16711068153381348,3949.0,13,,,,,,,,,
0.01,3999,,,,,,,,,,,,,,
,3999,0.1745724081993103,0.001028772909194231,0.1745724081993103,3999.0,13,,,,,,,,,
0.01,4049,,,,,,,,,,,,,,
,4049,0.023237373679876328,9.280015365220606e-05,0.023237373679876328,4049.0,13,,,,,,,,,
0.01,4099,,,,,,,,,,,,,,
,4099,0.014829053543508053,6.114675488788635e-05,0.014829053543508053,4099.0,13,,,,,,,,,
0.01,4149,,,,,,,,,,,,,,
,4149,0.10112828016281128,0.0003870973887387663,0.10112828016281128,4149.0,13,,,,,,,,,
0.01,4199,,,,,,,,,,,,,,
,4199,0.2261032909154892,0.0016762078739702702,0.2261032909154892,4199.0,13,,,,,,,,,
,4199,,,,,13,0.22771145403385162,0.003193749813362956,0.22771145403385162,0.08196672797203064,0.00059921556385234,0.08196672797203064,,,
,4199,,,,,13,,,,,,,0.11339650303125381,0.004022177774459124,0.11339650303125381
0.01,4249,,,,,,,,,,,,,,
,4249,0.03584400564432144,0.00012565367796923965,0.03584400564432144,4249.0,14,,,,,,,,,
0.01,4299,,,,,,,,,,,,,,
,4299,0.03598068282008171,0.00012283699470572174,0.03598068282008171,4299.0,14,,,,,,,,,
0.01,4349,,,,,,,,,,,,,,
,4349,0.2276022732257843,0.0031001693569123745,0.2276022732257843,4349.0,14,,,,,,,,,
0.01,4399,,,,,,,,,,,,,,
,4399,0.09707765281200409,0.0003595214511733502,0.09707765281200409,4399.0,14,,,,,,,,,
0.01,4449,,,,,,,,,,,,,,
,4449,0.017123715952038765,7.179104431997985e-05,0.017123715952038765,4449.0,14,,,,,,,,,
0.01,4499,,,,,,,,,,,,,,
,4499,0.05525646731257439,0.0001889136474346742,0.05525646731257439,4499.0,14,,,,,,,,,
,4499,,,,,14,0.2136307805776596,0.005212206393480301,0.2136307805776596,0.1516123265028,0.0030241655185818672,0.1516123265028,,,
,4499,,,,,14,,,,,,,0.10164178162813187,0.0030844928696751595,0.10164178162813187
0.01,4549,,,,,,,,,,,,,,
,4549,0.02920909970998764,0.00010439176548970863,0.02920909970998764,4549.0,15,,,,,,,,,
0.01,4599,,,,,,,,,,,,,,
,4599,0.17479592561721802,0.0007840240723453462,0.17479592561721802,4599.0,15,,,,,,,,,
0.01,4649,,,,,,,,,,,,,,
,4649,0.16452349722385406,0.0008749999105930328,0.16452349722385406,4649.0,15,,,,,,,,,
0.01,4699,,,,,,,,,,,,,,
,4699,0.09412175416946411,0.0004365586501080543,0.09412175416946411,4699.0,15,,,,,,,,,
0.01,4749,,,,,,,,,,,,,,
,4749,0.0075531299225986,3.6799345252802595e-05,0.0075531299225986,4749.0,15,,,,,,,,,
0.01,4799,,,,,,,,,,,,,,
,4799,0.08756794780492783,0.00040879554580897093,0.08756794780492783,4799.0,15,,,,,,,,,
,4799,,,,,15,0.04939165338873863,0.0001693234808044508,0.04939165338873863,0.17462505400180817,0.02250845916569233,0.17462505400180817,,,
,4799,,,,,15,,,,,,,0.10955778509378433,0.002075248397886753,0.10955778509378433
0.01,4849,,,,,,,,,,,,,,
,4849,0.14819911122322083,0.0006011014338582754,0.14819911122322083,4849.0,16,,,,,,,,,
0.01,4899,,,,,,,,,,,,,,
,4899,0.11534696817398071,0.0005295464070513844,0.11534696817398071,4899.0,16,,,,,,,,,
0.01,4949,,,,,,,,,,,,,,
,4949,0.217855304479599,0.0014057172229513526,0.217855304479599,4949.0,16,,,,,,,,,
0.01,4999,,,,,,,,,,,,,,
,4999,0.13547265529632568,0.0006201798678375781,0.13547265529632568,4999.0,16,,,,,,,,,
,4999,,,,,16,,,,,,,0.10050248354673386,0.0015175475273281336,0.10050248354673386
