lr-AdamW,step,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
,3749,0.11913058161735535,0.00042462575947865844,0.11913058161735535,3749.0,10,,,,,,,,,
0.01,3799,,,,,,,,,,,,,,
,3799,0.23686392605304718,0.0013983454555273056,0.23686392605304718,3799.0,10,,,,,,,,,
0.01,3849,,,,,,,,,,,,,,
,3849,0.046908967196941376,0.000170024111866951,0.046908967196941376,3849.0,10,,,,,,,,,
,3849,,,,,10,0.25336092710494995,0.013399149291217327,0.25336092710494995,0.11043272912502289,0.0004342848842497915,0.11043272912502289,,,
,3849,,,,,10,,,,,,,0.16764044761657715,0.00391557440161705,0.16764044761657715
0.01,3899,,,,,,,,,,,,,,
,3899,0.04851245880126953,0.000176169938640669,0.04851245880126953,3899.0,11,,,,,,,,,
0.01,3949,,,,,,,,,,,,,,
,3949,0.04687650874257088,0.00016456558660138398,0.04687650874257088,3949.0,11,,,,,,,,,
0.01,3999,,,,,,,,,,,,,,
,3999,0.17322392761707306,0.0005779247730970383,0.17322392761707306,3999.0,11,,,,,,,,,
0.01,4049,,,,,,,,,,,,,,
,4049,0.3059422969818115,0.003622089745476842,0.3059422969818115,4049.0,11,,,,,,,,,
0.01,4099,,,,,,,,,,,,,,
,4099,0.5294565558433533,0.005528855603188276,0.5294565558433533,4099.0,11,,,,,,,,,
0.01,4149,,,,,,,,,,,,,,
,4149,0.1612844169139862,0.000654237053822726,0.1612844169139862,4149.0,11,,,,,,,,,
0.01,4199,,,,,,,,,,,,,,
,4199,0.2658454179763794,0.0023538905661553144,0.2658454179763794,4199.0,11,,,,,,,,,
,4199,,,,,11,0.08843648433685303,0.00033536198316141963,0.08843648433685303,0.20451641082763672,0.0016430693212896585,0.20451641082763672,,,
,4199,,,,,11,,,,,,,0.1727193146944046,0.002269505523145199,0.1727193146944046
0.01,4249,,,,,,,,,,,,,,
,4249,0.3048156499862671,0.0021047985646873713,0.3048156499862671,4249.0,12,,,,,,,,,
0.01,4299,,,,,,,,,,,,,,
,4299,0.010930038057267666,5.019289892516099e-05,0.010930038057267666,4299.0,12,,,,,,,,,
0.01,4349,,,,,,,,,,,,,,
,4349,0.31889867782592773,0.0029827619437128305,0.31889867782592773,4349.0,12,,,,,,,,,
0.01,4399,,,,,,,,,,,,,,
,4399,0.13905416429042816,0.0005222447216510773,0.13905416429042816,4399.0,12,,,,,,,,,
0.01,4449,,,,,,,,,,,,,,
,4449,0.011334163136780262,5.102649447508156e-05,0.011334163136780262,4449.0,12,,,,,,,,,
0.01,4499,,,,,,,,,,,,,,
,4499,0.004941917024552822,2.653943738550879e-05,0.004941917024552822,4499.0,12,,,,,,,,,
0.01,4549,,,,,,,,,,,,,,
,4549,0.16291536390781403,0.0006421136204153299,0.16291536390781403,4549.0,12,,,,,,,,,
,4549,,,,,12,0.2299424558877945,0.0021891328506171703,0.2299424558877945,0.1301112025976181,0.000498962530400604,0.1301112025976181,,,
,4549,,,,,12,,,,,,,0.16434547305107117,0.003298013238236308,0.16434547305107117
0.01,4599,,,,,,,,,,,,,,
,4599,0.027337171137332916,0.00010768118954729289,0.027337171137332916,4599.0,13,,,,,,,,,
0.01,4649,,,,,,,,,,,,,,
